202302		南方现金增利货币B		5.4335
166015		中欧货币B		5.4294
660107		农银货币B		5.2165
750007		安信现金管理货币B		5.1848
202301		南方现金增利货币A		5.1801
166014		中欧货币A		5.1785
482002		工银货币		5.1404
000010		易方达天天理财货币B		5.1387
070088		嘉实货币B		5.1359
460106		华泰柏瑞货币B		5.1171
270014		广发货币B		5.1148
519510		浦银货币B		5.0544
217014		招商现金增值货币B		5.0540
213909		宝盈货币B		5.0374
020032		国泰现金管理货币B		5.0252
003003		华夏现金增利货币A/E		5.0232
110016		易方达货币B		5.0033
660007		农银货币A		4.9657
210013		金鹰货币B		4.9424
288101		华夏货币A		4.9364
750006		安信现金管理货币A		4.9343
740602		长安货币B		4.9130
200103		长城货币B		4.8921
000009		易方达天天理财货币A		4.8888
070008		嘉实货币A		4.8848
270004		广发货币A		4.8826
460006		华泰柏瑞货币A		4.8664
160609		鹏华货币B		4.8585
392002		中海货币B		4.8569
550011		信诚货币B		4.8475
213009		宝盈货币A		4.8422
040039		华安日日鑫货币B		4.8396
240007		华宝现金宝货币B		4.8202
519509		浦银货币A		4.8028
217004		招商现金增值货币A		4.8025
690210		民生加银现金增利货币B		4.8007
150015		银河银富货币B		4.7785
020031		国泰现金管理货币A		4.7752
161615		融通易支付货币B		4.7705
110006		易方达货币A		4.7694
091022		大成现金增利货币B		4.7508
530002		建信货币		4.7502
410002		华富货币		4.7192
050003		博时现金收益货币A		4.7184
041003		华安现金富利货币B		4.6976
210012		金鹰货币A		4.6918
740601		长安货币A		4.6619
400005		东方金账簿货币		4.6543
519517		汇添富货币B		4.6442
128011		国投瑞银货币B		4.6402
