590008		中邮战略新兴产业		65.6685
080012		长盛电子信息产业		47.4518
519679		银河主题策略		43.5393
163412		兴全轻资产		42.7127
519670		银河行业优选		39.6444
630011		华商主题精选股票		39.0118
150072		中欧盛世B		37.8462
213006		宝盈核心优势混合A		34.8392
290005		泰信优势增长		33.5508
340008		兴全有机增长		32.3939
000017		财通可持续发展主题		32.0416
159915		易方达创业板ETF		29.8677
180031		银华中小盘股票		28.6642
161613		融通创业板指数增强		28.2285
150017		兴全合润分级B		27.9720
630010		华商价值精选		27.8795
163409		兴全绿色投资		27.6938
040021		华安大中华升级		27.6923
040025		华安科技动力		27.1695
630016		华商价值共享混合		27.1621
270023		广发亚太精选		27.0932
110026		易方达创业板联接		26.7907
513100		国泰纳斯达克100ETF		26.1833
160213		国泰纳斯达克100指数		26.0558
233009		大摩多因子策略		26.0474
700001		平安大华行业先锋		26.0262
270042		广发纳斯达克100指数		24.9516
630015		华商大盘量化精选混合		24.4409
519979		长信内需成长		24.1134
660012		农银消费主题		23.7020
240017		华宝新兴产业		23.5694
166011		中欧盛世成长分级		23.4651
118002		易方达标普消费品指数		23.37
660005		农银中小盘		23.2681
162411		华宝标普石油指数		23.1141
519115		浦银红利精选		23.0496
000030		长城久利保本混合		22.8771
100026		富国天合稳健优选		22.6736
519113		浦银精致生活		22.4309
470009		汇添富民营活力		22.1612
050015		博时大中华亚太精选股票		22.1310
320016		诺安多策略		22.0606
213008		宝盈资源优选		21.8635
740001		长安宏观策略		21.6777
590005		中邮核心主题		20.9877
040018		华安香港精选		20.9071
519696		交银环球精选		20.7915
519120		浦银战略新兴产业混合		20.7164
580008		东吴新产业精选		20.0930
470098		汇添富逆向投资		19.9820
