2014-06-03	1.1793		1.1793		
2014-05-30	1.1793		1.1793		
2014-05-29	1.1734		1.1734		
2014-05-28	1.1886		1.1886		
2014-05-27	1.1721		1.1721		
2014-05-26	1.1753		1.1753		
2014-05-23	1.1605		1.1605		
2014-05-22	1.1481		1.1481		
2014-05-21	1.1475		1.1475		
2014-05-20	1.1367		1.1367		
2014-05-19	1.1316		1.1316		
2014-05-16	1.1358		1.1358		
2014-05-15	1.1425		1.1425		
2014-05-14	1.1612		1.1612		
2014-05-13	1.1597		1.1597		
2014-05-12	1.1590		1.1590		
2014-05-09	1.1342		1.1342		
2014-05-08	1.1465		1.1465		
2014-05-07	1.1496		1.1496		
2014-05-06	1.1673		1.1673		
2014-05-05	1.1612		1.1612		
2014-04-30	1.1511		1.1511		
2014-04-29	1.1378		1.1378		
2014-04-28	1.1214		1.1214		
2014-04-25	1.1535		1.1535		
2014-04-24	1.1758		1.1758		
2014-04-23	1.1861		1.1861		
2014-04-22	1.1898		1.1898		
2014-04-21	1.2018		1.2018		
2014-04-18	1.2173		1.2173		
2014-04-17	1.2123		1.2123		
2014-04-16	1.2068		1.2068		
2014-04-15	1.2082		1.2082		
2014-04-14	1.2129		1.2129		
2014-04-11	1.2023		1.2023		
2014-04-10	1.2053		1.2053		
2014-04-09	1.2017		1.2017		
2014-04-08	1.1886		1.1886		
2014-04-04	1.1781		1.1781		
2014-04-03	1.1643		1.1643		
2014-04-02	1.1590		1.1590		
2014-04-01	1.1684		1.1684		
2014-03-31	1.1513		1.1513		
2014-03-28	1.1565		1.1565		
2014-03-27	1.1845		1.1845		
2014-03-26	1.2079		1.2079		
2014-03-25	1.2015		1.2015		
2014-03-24	1.2055		1.2055		
2014-03-21	1.2046		1.2046		
2014-03-20	1.1869		1.1869		
2014-03-19	1.2191		1.2191		
2014-03-18	1.2267		1.2267		
2014-03-17	1.2217		1.2217		
2014-03-14	1.1957		1.1957		
2014-03-13	1.1990		1.1990		
2014-03-12	1.1824		1.1824		
2014-03-11	1.1905		1.1905		
2014-03-10	1.1937		1.1937		
2014-03-07	1.2335		1.2335		
2014-03-06	1.2327		1.2327		
2014-03-05	1.2338		1.2338		
2014-03-04	1.2370		1.2370		
2014-03-03	1.2417		1.2417		
2014-02-28	1.2189		1.2189		
2014-02-27	1.2048		1.2048		
2014-02-26	1.2305		1.2305		
2014-02-25	1.2312		1.2312		
2014-02-24	1.2870		1.2870		
2014-02-21	1.2830		1.2830		
2014-02-20	1.2838		1.2838		
2014-02-19	1.3091		1.3091		
2014-02-18	1.3129		1.3129		
2014-02-17	1.3140		1.3140		
2014-02-14	1.2870		1.2870		
2014-02-13	1.2616		1.2616		
2014-02-12	1.2873		1.2873		
2014-02-11	1.2661		1.2661		
2014-02-10	1.2553		1.2553		
2014-02-07	1.2284		1.2284		
2014-01-30	1.2078		1.2078		
2014-01-29	1.2116		1.2116		
2014-01-28	1.1985		1.1985		
2014-01-27	1.2013		1.2013		
2014-01-24	1.2026		1.2026		
2014-01-23	1.1868		1.1868		
2014-01-22	1.1755		1.1755		
2014-01-21	1.1549		1.1549		
2014-01-20	1.1386		1.1386		
2014-01-17	1.1484		1.1484		
2014-01-16	1.1579		1.1579		
2014-01-15	1.1640		1.1640		
2014-01-14	1.1520		1.1520		
2014-01-13	1.1281		1.1281		
2014-01-10	1.1290		1.1290		
2014-01-09	1.1460		1.1460		
2014-01-08	1.1669		1.1669		
2014-01-07	1.1515		1.1515		
2014-01-06	1.1436		1.1436		
2014-01-03	1.1701		1.1701		
2014-01-02	1.1731		1.1731		
2013-12-31	1.1590		1.1590		
2013-12-30	1.1580		1.1580		
2013-12-27	1.1543		1.1543		
2013-12-26	1.1345		1.1345		
2013-12-25	1.1534		1.1534		
2013-12-24	1.1310		1.1310		
2013-12-23	1.1176		1.1176		
2013-12-20	1.1134		1.1134		
2013-12-19	1.1239		1.1239		
2013-12-18	1.1275		1.1275		
2013-12-17	1.1287		1.1287		
2013-12-16	1.1377		1.1377		
2013-12-13	1.1527		1.1527		
2013-12-12	1.1494		1.1494		
2013-12-11	1.1398		1.1398		
2013-12-10	1.1454		1.1454		
2013-12-09	1.1450		1.1450		
2013-12-06	1.1300		1.1300		
2013-12-05	1.1337		1.1337		
2013-12-04	1.1440		1.1440		
2013-12-03	1.1347		1.1347		
2013-12-02	1.1101		1.1101		
2013-11-29	1.1623		1.1623		
2013-11-28	1.1472		1.1472		
2013-11-27	1.1337		1.1337		
2013-11-26	1.1211		1.1211		
2013-11-25	1.1132		1.1132		
2013-11-22	1.1102		1.1102		
2013-11-21	1.1117		1.1117		
2013-11-20	1.1184		1.1184		
2013-11-19	1.1143		1.1143		
2013-11-18	1.1151		1.1151		
2013-11-15	1.0957		1.0957		
2013-11-14	1.0756		1.0756		
2013-11-13	1.0576		1.0576		
2013-11-12	1.0720		1.0720		
2013-11-11	1.0644		1.0644		
2013-11-08	1.0527		1.0527		
2013-11-07	1.0649		1.0649		
2013-11-06	1.0812		1.0812		
2013-11-05	1.0935		1.0935		
2013-11-04	1.0827		1.0827		
2013-11-01	1.0814		1.0814		
2013-10-31	1.0816		1.0816		
2013-10-30	1.0961		1.0961		
2013-10-29	1.0776		1.0776		
2013-10-28	1.0903		1.0903		
2013-10-25	1.0940		1.0940		
2013-10-24	1.1107		1.1107		
2013-10-23	1.1137		1.1137		
2013-10-22	1.1329		1.1329		
2013-10-21	1.1418		1.1418		
2013-10-18	1.1182		1.1182		
2013-10-17	1.1135		1.1135		
2013-10-16	1.1135		1.1135		
2013-10-15	1.1357		1.1357		
2013-10-14	1.1375		1.1375		
2013-10-11	1.1252		1.1252		
2013-10-10	1.1084		1.1084		
2013-10-09	1.1143		1.1143		
2013-10-08	1.1027		1.1027		
2013-09-30	1.0899		1.0899		
2013-09-27	1.0814		1.0814		
2013-09-26	1.0778		1.0778		
2013-09-25	1.0933		1.0933		
2013-09-24	1.1014		1.1014		
2013-09-23	1.1062		1.1062		
2013-09-18	1.0930		1.0930		
2013-09-17	1.0910		1.0910		
2013-09-16	1.1023		1.1023		
2013-09-13	1.1006		1.1006		
2013-09-12	1.0990		1.0990		
2013-09-11	1.0999		1.0999		
2013-09-10	1.1053		1.1053		
2013-09-09	1.1072		1.1072		
2013-09-06	1.0984		1.0984		
2013-09-05	1.0942		1.0942		
2013-09-04	1.0949		1.0949		
2013-09-03	1.0987		1.0987		
2013-09-02	1.0872		1.0872		
2013-08-30	1.0819		1.0819		
2013-08-29	1.0938		1.0938		
2013-08-28	1.0988		1.0988		
2013-08-27	1.1107		1.1107		
2013-08-26	1.1060		1.1060		
2013-08-23	1.0901		1.0901		
2013-08-22	1.0915		1.0915		
2013-08-21	1.0881		1.0881		
2013-08-20	1.0873		1.0873		
2013-08-19	1.0915		1.0915		
2013-08-16	1.0750		1.0750		
2013-08-15	1.0914		1.0914		
2013-08-14	1.1053		1.1053		
2013-08-13	1.1071		1.1071		
2013-08-12	1.1000		1.1000		
2013-08-09	1.0874		1.0874		
2013-08-08	1.0878		1.0878		
2013-08-07	1.0852		1.0852		
2013-08-06	1.0918		1.0918		
2013-08-05	1.0844		1.0844		
2013-08-02	1.0672		1.0672		
2013-08-01	1.0626		1.0626		
2013-07-31	1.0349		1.0349		
2013-07-30	1.0296		1.0296		
2013-07-29	1.0334		1.0334		
2013-07-26	1.0496		1.0496		
2013-07-25	1.0527		1.0527		
2013-07-24	1.0703		1.0703		
2013-07-23	1.0667		1.0667		
2013-07-22	1.0387		1.0387		
2013-07-19	1.0276		1.0276		
2013-07-18	1.0507		1.0507		
2013-07-17	1.0585		1.0585		
2013-07-16	1.0758		1.0758		
2013-07-15	1.0661		1.0661		
2013-07-12	1.0459		1.0459		
2013-07-11	1.0544		1.0544		
2013-07-10	1.0230		1.0230		
2013-07-09	1.0003		1.0003		
2013-07-08	0.9986		0.9986		
2013-07-05	1.0326		1.0326		
2013-07-04	1.0396		1.0396		
2013-07-03	1.0391		1.0391		
2013-07-02	1.0369		1.0369		
2013-07-01	1.0202		1.0202		
2013-06-30	0.9968		0.9968		
2013-06-28	0.9969		0.9969		
2013-06-27	0.9920		0.9920		
2013-06-26	1.0067		1.0067		
2013-06-25	0.9819		0.9819		
2013-06-24	0.9803		0.9803		
2013-06-21	1.0287		1.0287		
2013-06-20	1.0301		1.0301		
2013-06-19	1.0584		1.0584		
2013-06-18	1.0609		1.0609		
2013-06-17	1.0592		1.0592		
2013-06-14	1.0583		1.0583		
2013-06-13	1.0381		1.0381		
2013-06-07	1.0579		1.0579		
2013-06-06	1.0674		1.0674		
2013-06-05	1.0778		1.0778		
2013-06-04	1.0724		1.0724		
2013-06-03	1.0922		1.0922		
2013-05-31	1.1030		1.1030		
2013-05-30	1.1154		1.1154		
2013-05-29	1.1135		1.1135		
2013-05-28	1.1065		1.1065		
2013-05-27	1.1117		1.1117		
2013-05-24	1.1009		1.1009		
2013-05-23	1.0882		1.0882		
2013-05-22	1.0894		1.0894		
2013-05-21	1.0990		1.0990		
2013-05-20	1.0886		1.0886		
2013-05-17	1.0726		1.0726		
2013-05-16	1.0564		1.0564		
2013-05-15	1.0491		1.0491		
2013-05-14	1.0349		1.0349		
2013-05-13	1.0453		1.0453		
2013-05-10	1.0409		1.0409		
2013-05-09	1.0381		1.0381		
2013-05-08	1.0392		1.0392		
2013-05-07	1.0316		1.0316		
2013-05-06	1.0315		1.0315		
2013-05-03	1.0180		1.0180		
2013-05-02	1.0062		1.0062		
2013-04-26	1.0014		1.0014		
2013-04-25	1.0143		1.0143		
2013-04-24	1.0248		1.0248		
2013-04-23	1.0081		1.0081		
2013-04-22	1.0290		1.0290		
2013-04-19	1.0204		1.0204		
2013-04-18	1.0000		1.0000		
2013-04-17	0.9962		0.9962		
2013-04-16	0.9818		0.9818		
2013-04-15	0.9719		0.9719		
2013-04-12	0.9832		0.9832		
2013-04-11	0.9877		0.9877		
2013-04-10	0.9911		0.9911		
2013-04-09	0.9939		0.9939		
2013-04-08	0.9834		0.9834		
2013-04-03	0.9731		0.9731		
2013-04-02	0.9862		0.9862		
2013-04-01	1.0024		1.0024		
2013-03-29	0.9941		0.9941		
2013-03-28	0.9969		0.9969		
2013-03-27	1.0172		1.0172		
2013-03-26	1.0172		1.0172		
2013-03-25	1.0207		1.0207		
2013-03-22	1.0230		1.0230		
2013-03-21	1.0199		1.0199		
2013-03-20	1.0103		1.0103		
2013-03-19	0.9824		0.9824		
2013-03-18	0.9822		0.9822		
2013-03-15	0.9930		0.9930		
2013-03-14	0.9897		0.9897		
2013-03-13	0.9857		0.9857		
2013-03-12	0.9935		0.9935		
2013-03-11	1.0147		1.0147		
2013-03-08	1.0147		1.0147		
2013-03-07	1.0264		1.0264		
2013-03-06	1.0398		1.0398		
2013-03-05	1.0253		1.0253		
2013-03-04	1.0020		1.0020		
2013-03-01	1.0328		1.0328		
2013-02-28	1.0217		1.0217		
2013-02-27	1.0062		1.0062		
2013-02-26	1.0083		1.0083		
2013-02-25	1.0226		1.0226		
2013-02-22	1.0133		1.0133		
2013-02-21	1.0112		1.0112		
2013-02-20	1.0227		1.0227		
2013-02-19	1.0027		1.0027		
