2014-05-09	0.9188	  3.3518	  
2014-04-30	0.9282	  3.3612	  
2014-04-25	0.9295	  3.3625	  
2014-04-18	0.9535	  3.3865	  
2014-04-11	0.9629	  3.3959	  
2014-04-04	0.9449	  3.3779	  
2014-03-28	0.9328	  3.3658	  
2014-03-21	0.9464	  3.3794	  
2014-03-14	0.9421	  3.3751	  
2014-03-07	0.9521	  3.3851	  
2014-02-28	0.9570	  3.3900	  
2014-02-21	0.9879	  3.4209	  
2014-02-14	0.9957	  3.4287	  
2014-02-07	0.9738	  3.4068	  
2014-01-30	0.9673	  3.4003	  
2014-01-24	0.9730	  3.4060	  
2014-01-17	0.9497	  3.3827	  
2014-01-10	0.9517	  3.3847	  
2014-01-03	0.9658	  3.3988	  
2013-12-31	0.9665	  3.3995	  
2013-12-27	0.9622	  3.3952	  
2013-12-20	0.9514	  3.3844	  
2013-12-13	0.9821	  3.4151	  
2013-12-06	0.9847	  3.4177	  
2013-11-29	0.9989	  3.4319	  
2013-11-22	0.9806	  3.4136	  
2013-11-15	0.9717	  3.4047	  
2013-11-08	0.9554	  3.3884	  
2013-11-01	0.9797	  3.4127	  
2013-10-25	0.9916	  3.4246	  
2013-10-18	1.0151	  3.4481	  
2013-10-11	1.0246	  3.4576	  
2013-09-30	1.0082	  3.4412	  
2013-09-27	1.0024	  3.4354	  
2013-09-18	1.0017	  3.4347	  
2013-09-13	1.0100	  3.4430	  
2013-09-06	0.9889	  3.4219	  
2013-08-30	0.9673	  3.4003	  
2013-08-23	0.9662	  3.3992	  
2013-08-16	0.9567	  3.3897	  
2013-08-09	0.9672	  3.4002	  
2013-08-02	0.9558	  3.3888	  
2013-07-26	0.9486	  3.3816	  
2013-07-19	0.9313	  3.3643	  
2013-07-12	0.9471	  3.3801	  
2013-07-05	0.9317	  3.3647	  
2013-06-28	0.9105	  3.3435	  
2013-06-21	0.9340	  3.3674	  
2013-06-14	0.9605	  3.3935	  
2013-06-07	0.9688	  3.4018	  
2013-05-31	1.0086	  3.4416	  
2013-05-24	0.9977	  3.4307	  
2013-05-17	0.9927	  3.4257	  
2013-05-10	0.9727	  3.4057	  
2013-05-03	0.9602	  3.3932	  
2013-04-26	0.9426	  3.3756	  
2013-04-19	0.9605	  3.3935	  
2013-04-12	0.9411	  3.3741	  
2013-04-03	0.9463	  3.3793	  
2013-03-29	0.9579	  3.3909	  
2013-03-22	0.9830	  3.4160	  
2013-03-15	0.9619	  3.3949	  
2013-03-11	0.9777	  3.4107	  
2013-03-08	0.9777	  3.4107	  
2013-03-01	0.9890	  3.4220	  
2013-02-22	0.9696	  3.4026	  
2013-02-08	0.9984	  3.4314	  
2013-02-01	0.9873	  3.4203	  
2013-01-25	0.9498	  3.3828	  
2013-01-18	0.9641	  3.3971	  
2013-01-11	0.9295	  3.3625	  
2013-01-04	0.9282	  3.3612	  
2012-12-31	0.9294	  3.3624	  
