2014-06-03	1.0531		4.6600		
2014-06-02	3.1716		4.6650		
2014-05-30	1.0526		5.9000		
2014-05-29	1.0916		5.9270		
2014-05-28	2.5672		5.9260		
2014-05-27	1.0634		5.1440		
2014-05-26	3.3246		5.1480		
2014-05-25	1.1078		4.5180		
2014-05-23	1.1051		4.5000		
2014-05-22	1.0889		4.4920		
2014-05-21	1.0675		4.6340		
2014-05-20	1.0712		4.6420		
2014-05-19	2.1166		4.6560		
2014-05-18	2.1808		4.3750		
2014-05-16	1.0891		4.3860		
2014-05-15	1.3623		4.3910		
2014-05-14	1.0830		4.2520		
2014-05-13	1.0979		4.2550		
2014-05-12	1.5771		4.2470		
2014-05-11	2.2027		3.9950		
2014-05-09	1.0988		4.0000		
2014-05-08	1.0944		4.0040		
2014-05-07	1.0897		4.0100		
2014-05-06	1.0819		4.0150		
2014-05-05	1.0937		4.2830		
2014-05-04	1.1061		4.2970		
2014-04-30	1.0999		4.6380		
2014-04-29	1.5968		4.6420		
2014-04-28	1.1189		4.3820		
2014-04-27	1.1141		4.9640		
2014-04-26	1.1141		4.9810		
2014-04-25	1.7425		4.9970		
2014-04-24	1.1086		4.6840		
2014-04-23	1.1083		4.6870		
2014-04-22	1.0979		4.6860		
2014-04-21	2.2348		5.0890		
2014-04-20	1.1457		4.4510		
2014-04-18	1.1457		4.4510		
2014-04-17	1.1138		4.3480		
2014-04-16	1.1074		4.3340		
2014-04-15	1.8709		4.5430		
2014-04-14	1.0109		4.3570		
2014-04-13	2.1600		4.4090		
2014-04-11	1.0756		4.4410		
2014-04-10	1.0863		4.4550		
2014-04-09	1.5095		4.4530		
2014-04-08	1.5133		4.3420		
2014-04-07	3.3326		4.1220		
2014-04-04	1.1027		4.6300		
2014-04-03	1.0814		4.6180		
2014-04-02	1.2968		5.1490		
2014-04-01	1.0914		5.0570		
2014-03-31	2.1161		5.0550		
2014-03-30	2.1912		4.5080		
2014-03-28	1.0799		4.4950		
2014-03-27	2.0994		4.5150		
2014-03-26	1.1207		3.9910		
2014-03-25	1.0866		4.2600		
2014-03-24	1.0679		4.2610		
2014-03-23	2.1661		4.2960		
2014-03-21	1.1173		4.4030		
2014-03-20	1.0954		4.4350		
2014-03-19	1.6374		4.4880		
2014-03-18	1.0874		4.2460		
2014-03-17	1.1355		4.3110		
2014-03-16	2.3720		4.3510		
2014-03-14	1.1786		4.3030		
2014-03-13	1.1956		4.2860		
2014-03-12	1.1747		4.3120		
2014-03-11	1.2117		4.3370		
2014-03-10	1.2115		4.3590		
2014-03-09	2.2807		4.3940		
2014-03-07	1.1462		4.6250		
2014-03-06	1.2440		5.5230		
2014-03-05	1.2239		5.5740		
2014-03-04	1.2526		5.6390		
2014-03-03	1.2787		5.6470		
2014-03-02	2.7243		5.6490		
2014-02-28	2.8693		5.5560		
2014-02-27	1.3416		4.7290		
2014-02-26	1.3485		4.7820		
2014-02-25	1.2671		5.5950		
2014-02-24	1.2819		5.6760		
2014-02-23	2.5465		5.7590		
2014-02-21	1.2832		5.9790		
2014-02-20	1.4435		6.0830		
2014-02-19	2.9078		6.1010		
2014-02-18	1.4234		5.3580		
2014-02-17	1.4393		5.3870		
2014-02-16	2.9697		5.3870		
2014-02-14	1.4826		5.3830		
2014-02-13	1.4768		5.3830		
2014-02-12	1.4828		5.3310		
2014-02-11	1.4794		5.2760		
2014-02-10	1.4407		5.2230		
2014-02-09	2.9615		5.1900		
2014-02-07	1.4817		5.0820		
2014-02-06	9.6422		5.0280		
2014-01-30	1.3908		5.4190		
2014-01-29	1.3958		5.5130		
2014-01-28	1.4516		5.6200		
2014-01-27	1.4391		6.0040		
2014-01-26	3.1623		6.0700		
2014-01-24	1.5531		6.1500		
2014-01-23	1.5702		6.1800		
2014-01-22	1.6023		6.2400		
