2014-05-09	1.0578	  4.8858	  
2014-04-30	1.0845	  4.9125	  
2014-04-25	1.0858	  4.9138	  
2014-04-18	1.1282	  4.9562	  
2014-04-11	1.1296	  4.9576	  
2014-04-04	1.1881	  4.9361	  
2014-03-28	1.1474	  4.8954	  
2014-03-21	1.1794	  4.9274	  
2014-03-14	1.1862	  4.9342	  
2014-03-07	1.1993	  4.9473	  
2014-02-28	1.1889	  4.9369	  
2014-02-21	1.2402	  4.9882	  
2014-02-14	1.2495	  4.9975	  
2014-02-07	1.2206	  4.9686	  
2014-01-30	1.2063	  4.9543	  
2014-01-24	1.2100	  4.9580	  
2014-01-17	1.1587	  4.9067	  
2014-01-10	1.1511	  4.8991	  
2014-01-03	1.1778	  4.9258	  
2013-12-31	1.1799	  4.9279	  
2013-12-27	1.1719	  4.9199	  
2013-12-20	1.1295	  4.8775	  
2013-12-13	1.1636	  4.9116	  
2013-12-06	1.1502	  4.8982	  
2013-11-29	1.1708	  4.9188	  
2013-11-22	1.1425	  4.8905	  
2013-11-15	1.1292	  4.8772	  
2013-11-08	1.0840	  4.8320	  
2013-11-01	1.1045	  4.8525	  
2013-10-25	1.1322	  4.8802	  
2013-10-18	1.1551	  4.9031	  
2013-10-11	1.1601	  4.9081	  
2013-09-30	1.1360	  4.8840	  
2013-09-27	1.1278	  4.8758	  
2013-09-18	1.1196	  4.8676	  
2013-09-13	1.1190	  4.8670	  
2013-09-06	1.1185	  4.8665	  
2013-08-30	1.0970	  4.8450	  
2013-08-23	1.1142	  4.8622	  
2013-08-16	1.1019	  4.8499	  
2013-08-09	1.1282	  4.8762	  
2013-08-02	1.1073	  4.8553	  
2013-07-26	1.0925	  4.8405	  
2013-07-19	1.0692	  4.8172	  
2013-07-12	1.0737	  4.8217	  
2013-07-05	1.0653	  4.8133	  
2013-06-28	1.0395	  4.7875	  
2013-06-21	1.0689	  4.8169	  
2013-06-14	1.1013	  4.8493	  
2013-06-07	1.0961	  4.8441	  
2013-05-31	1.1543	  4.9023	  
2013-05-24	1.1423	  4.8903	  
2013-05-17	1.1336	  4.8816	  
