2014-05-09	0.8017	  4.1177	  
2014-04-30	0.8189	  4.1349	  
2014-04-25	0.8275	  4.1435	  
2014-04-18	0.8646	  4.1806	  
2014-04-11	0.8587	  4.1747	  
2014-04-04	0.8379	  4.1539	  
2014-03-28	0.8169	  4.1329	  
2014-03-21	0.8559	  4.1719	  
2014-03-14	0.8640	  4.1800	  
2014-03-07	0.8803	  4.1963	  
2014-02-28	0.8744	  4.1904	  
2014-02-21	0.9045	  4.2205	  
2014-02-14	0.9140	  4.2300	  
2014-02-07	0.9047	  4.2207	  
2014-01-30	0.8926	  4.2086	  
2014-01-24	0.9076	  4.2236	  
2014-01-17	0.8670	  4.1830	  
2014-01-10	0.8690	  4.1850	  
2014-01-03	0.8969	  4.2129	  
2013-12-31	0.9113	  4.2273	  
2013-12-27	0.9044	  4.2204	  
2013-12-20	0.8885	  4.2045	  
2013-12-13	0.9323	  4.2483	  
2013-12-06	0.9392	  4.2552	  
2013-11-29	0.9375	  4.2535	  
2013-11-22	0.9159	  4.2319	  
2013-11-15	0.9050	  4.2210	  
2013-11-08	0.8867	  4.2027	  
2013-11-01	0.9157	  4.2317	  
2013-10-25	0.9001	  4.2161	  
2013-10-18	0.9293	  4.2453	  
2013-10-11	0.9364	  4.2524	  
2013-09-30	0.9278	  4.2438	  
2013-09-27	0.9238	  4.2398	  
2013-09-18	0.9329	  4.2489	  
2013-09-13	0.9463	  4.2623	  
2013-09-06	0.9161	  4.2321	  
2013-08-30	0.9089	  4.2249	  
2013-08-23	0.8970	  4.2130	  
2013-08-16	0.8992	  4.2152	  
2013-08-09	0.8979	  4.2139	  
2013-08-02	0.8942	  4.2102	  
2013-07-26	0.8839	  4.1999	  
2013-07-19	0.8672	  4.1832	  
2013-07-12	0.8921	  4.2081	  
2013-07-05	0.8761	  4.1921	  
2013-06-28	0.8615	  4.1775	  
2013-06-21	0.8918	  4.2078	  
2013-06-14	0.9173	  4.2333	  
2013-06-07	0.9434	  4.2594	  
2013-05-31	0.9759	  4.2919	  
2013-05-24	0.9719	  4.2879	  
2013-05-17	0.9714	  4.2874	  
2013-05-10	0.9560	  4.2720	  
2013-05-03	0.9394	  4.2554	  
2013-04-26	0.9221	  4.2381	  
2013-04-19	0.9597	  4.2757	  
2013-04-12	0.9299	  4.2459	  
2013-04-03	0.9234	  4.2394	  
2013-03-29	0.9215	  4.2375	  
2013-03-22	0.9547	  4.2707	  
2013-03-15	0.9392	  4.2552	  
2013-03-11	0.9718	  4.2878	  
2013-03-08	0.9718	  4.2878	  
2013-03-01	1.0018	  4.3178	  
2013-02-22	0.9858	  4.3018	  
2013-02-08	1.0474	  4.3634	  
2013-02-01	1.0320	  4.3480	  
2013-01-25	0.9798	  4.2958	  
2013-01-18	0.9889	  4.3049	  
2013-01-11	0.9681	  4.2841	  
2013-01-04	0.9875	  4.3035	  
2012-12-31	0.9796	  4.2956	  
2012-12-28	0.9648	  4.2808	  
2012-12-21	0.9341	  4.2501	  
2012-12-17	0.9280	  4.2440	  
2012-12-14	0.9280	  4.2440	  
2012-12-07	0.8949	  4.2109	  
2012-11-30	0.8591	  4.1751	  
2012-11-23	0.8747	  4.1907	  
2012-11-16	0.8670	  4.1830	  
2012-11-09	0.8919	  4.2079	  
2012-11-02	0.9177	  4.2337	  
2012-10-26	0.8956	  4.2116	  
2012-10-19	0.9296	  4.2456	  
2012-10-12	0.9142	  4.2302	  
2012-09-28	0.9173	  4.2333	  
2012-09-21	0.8767	  4.1927	  
2012-09-14	0.9180	  4.2340	  
2012-09-07	0.9240	  4.2400	  
2012-08-31	0.8716	  4.1876	  
2012-08-24	0.9001	  4.2161	  
2012-08-17	0.9172	  4.2332	  
2012-08-10	0.9617	  4.2777	  
2012-08-03	0.9524	  4.2684	  
2012-07-27	0.9519	  4.2679	  
2012-07-20	0.9705	  4.2865	  
2012-07-13	0.9809	  4.2969	  
2012-07-06	0.9804	  4.2964	  
2012-06-29	0.9689	  4.2849	  
2012-06-21	0.9768	  4.2928	  
2012-06-15	0.9928	  4.3088	  
2012-06-08	0.9673	  4.2833	  
2012-06-01	0.9938	  4.3098	  
2012-05-25	0.9645	  4.2805	  
2012-05-18	0.9574	  4.2734	  
2012-05-11	4.2853	  4.2853	  
2012-05-04	0.9963	  4.3123	  
2012-04-27	0.9721	  4.2881	  
2012-04-20	0.9761	  4.2921	  
2012-04-13	0.9615	  4.2775	  
2012-04-06	0.9400	  4.2560	  
2012-03-30	0.9122	  4.2282	  
2012-03-23	0.9319	  4.2479	  
2012-03-16	0.9536	  4.2696	  
2012-03-09	0.9620	  4.2780	  
2012-03-02	0.9676	  4.2836	  
2012-02-24	0.9639	  4.2799	  
2012-02-17	0.9343	  4.2503	  
2012-02-10	0.9347	  4.2507	  
2012-02-03	0.9283	  4.2443	  
2012-01-20	0.9332	  4.2492	  
2012-01-13	0.9040	  4.2200	  
2012-01-06	0.8795	  4.1955	  
2011-12-30	0.8984	  4.2144	  
2011-12-23	0.9040	  4.2200	  
2011-12-16	0.9086	  4.2246	  
2011-12-09	0.9338	  4.2498	  
2011-12-02	0.9484	  4.2644	  
2011-11-25	0.9463	  4.2623	  
2011-11-18	0.9706	  4.2866	  
2011-11-11	0.9915	  4.3075	  
2011-11-04	0.9729	  4.2889	  
2011-10-28	0.9729	  4.2889	  
2011-10-21	0.9171	  4.2331	  
